城市代码	城市	上级代码	简称	级别	区电话	邮编	拼音
152222	科尔沁右翼中旗	152200	科右中旗	3	0482	029400	Keyouzhongqi	
152223	扎赉特旗	152200	扎赉特旗	3	0482	137600	Zhalaiteqi	
152224	突泉县	152200	突泉	3	0482	137500	Tuquan	
152500	锡林郭勒盟	150000	锡林郭勒盟	2	0479	026000	Xilin Gol	
152501	二连浩特市	152500	二连浩特	3	0479	011100	Erlianhaote	
152502	锡林浩特市	152500	锡林浩特	3	0479	026021	Xilinhaote	
152522	阿巴嘎旗	152500	阿巴嘎旗	3	0479	011400	Abagaqi	
152523	苏尼特左旗	152500	苏尼特左旗	3	0479	011300	Sunitezuoqi	
152524	苏尼特右旗	152500	苏尼特右旗	3	0479	011200	Suniteyouqi	
152525	东乌珠穆沁旗	152500	东乌旗	3	0479	026300	Dongwuqi	
152526	西乌珠穆沁旗	152500	西乌旗	3	0479	026200	Xiwuqi	
152527	太仆寺旗	152500	太仆寺旗	3	0479	027000	Taipusiqi	
152528	镶黄旗	152500	镶黄旗	3	0479	013250	Xianghuangqi	
152529	正镶白旗	152500	正镶白旗	3	0479	013800	Zhengxiangbaiqi	
152530	正蓝旗	152500	正蓝旗	3	0479	027200	Zhenglanqi	
152531	多伦县	152500	多伦	3	0479	027300	Duolun	
152900	阿拉善盟	150000	阿拉善盟	2	0483	750306	Alxa	
152921	阿拉善左旗	152900	阿拉善左旗	3	0483	750306	Alashanzuoqi	
152922	阿拉善右旗	152900	阿拉善右旗	3	0483	737300	Alashanyouqi	
152923	额济纳旗	152900	额济纳旗	3	0483	735400	Ejinaqi	
210000	辽宁省	100000	辽宁	1		Liaoning	
210100	沈阳市	210000	沈阳	2	024	110013	Shenyang	
210102	和平区	210100	和平	3	024	110001	Heping	
210103	沈河区	210100	沈河	3	024	110011	Shenhe	
210104	大东区	210100	大东	3	024	110041	Dadong	
210105	皇姑区	210100	皇姑	3	024	110031	Huanggu	
210106	铁西区	210100	铁西	3	024	110021	Tiexi	
210111	苏家屯区	210100	苏家屯	3	024	110101	Sujiatun	
210112	浑南区	210100	浑南	3	024	110015	Hunnan	
210113	沈北新区	210100	沈北新区	3	024	110121	Shenbeixinqu	
210114	于洪区	210100	于洪	3	024	110141	Yuhong	
210122	辽中县	210100	辽中	3	024	110200	Liaozhong	
210123	康平县	210100	康平	3	024	110500	Kangping	
210124	法库县	210100	法库	3	024	110400	Faku	
210181	新民市	210100	新民	3	024	110300	Xinmin	
210200	大连市	210000	大连	2	0411	116011	Dalian	
210202	中山区	210200	中山	3	0411	116001	Zhongshan	
210203	西岗区	210200	西岗	3	0411	116011	Xigang	
210204	沙河口区	210200	沙河口	3	0411	116021	Shahekou	
210211	甘井子区	210200	甘井子	3	0411	116033	Ganjingzi	
210212	旅顺口区	210200	旅顺口	3	0411	116041	Lvshunkou	
210213	金州区	210200	金州	3	0411	116100	Jinzhou	
210224	长海县	210200	长海	3	0411	116500	Changhai	
210281	瓦房店市	210200	瓦房店	3	0411	116300	Wafangdian	
210282	普兰店市	210200	普兰店	3	0411	116200	Pulandian	
210283	庄河市	210200	庄河	3	0411	116400	Zhuanghe	
210300	鞍山市	210000	鞍山	2	0412	114001	Anshan	
210302	铁东区	210300	铁东	3	0412	114001	Tiedong	
210303	铁西区	210300	铁西	3	0413	114013	Tiexi	
210304	立山区	210300	立山	3	0414	114031	Lishan	
210311	千山区	210300	千山	3	0415	114041	Qianshan	
210321	台安县	210300	台安	3	0417	114100	Tai'an	
210323	岫岩满族自治县	210300	岫岩	3	0418	114300	Xiuyan	
210381	海城市	210300	海城	3	0416	114200	Haicheng	
210400	抚顺市	210000	抚顺	2	024	113008	Fushun	
210402	新抚区	210400	新抚	3	024	113008	Xinfu	
210403	东洲区	210400	东洲	3	024	113003	Dongzhou	
210404	望花区	210400	望花	3	024	113001	Wanghua	
210411	顺城区	210400	顺城	3	024	113006	Shuncheng	
210421	抚顺县	210400	抚顺	3	024	113006	Fushun	
210422	新宾满族自治县	210400	新宾	3	024	113200	Xinbin	
210423	清原满族自治县	210400	清原	3	024	113300	Qingyuan	
210500	本溪市	210000	本溪	2	0414	117000	Benxi	
210502	平山区	210500	平山	3	0414	117000	Pingshan	
210503	溪湖区	210500	溪湖	3	0414	117002	Xihu	
210504	明山区	210500	明山	3	0414	117021	Mingshan	
210505	南芬区	210500	南芬	3	0414	117014	Nanfen	
210521	本溪满族自治县	210500	本溪	3	0414	117100	Benxi	
210522	桓仁满族自治县	210500	桓仁	3	0414	117200	Huanren	
210600	丹东市	210000	丹东	2	0415	118000	Dandong	
210602	元宝区	210600	元宝	3	0415	118000	Yuanbao	
210603	振兴区	210600	振兴	3	0415	118002	Zhenxing	
210604	振安区	210600	振安	3	0415	118001	Zhen'an	
210624	宽甸满族自治县	210600	宽甸	3	0415	118200	Kuandian	
210681	东港市	210600	东港	3	0415	118300	Donggang	
210682	凤城市	210600	凤城	3	0415	118100	Fengcheng	
210700	锦州市	210000	锦州	2	0416	121000	Jinzhou	
210702	古塔区	210700	古塔	3	0416	121001	Guta	
210703	凌河区	210700	凌河	3	0416	121000	Linghe	
210711	太和区	210700	太和	3	0416	121011	Taihe	
210726	黑山县	210700	黑山	3	0416	121400	Heishan	
210727	义县	210700	义县	3	0416	121100	Yixian	
210781	凌海市	210700	凌海	3	0416	121200	Linghai	
210782	北镇市	210700	北镇	3	0416	121300	Beizhen	
210800	营口市	210000	营口	2	0417	115003	Yingkou	
210802	站前区	210800	站前	3	0417	115002	Zhanqian	
210803	西市区	210800	西市	3	0417	115004	Xishi	
210804	鲅鱼圈区	210800	鲅鱼圈	3	0417	115007	Bayuquan	
210811	老边区	210800	老边	3	0417	115005	Laobian	
210881	盖州市	210800	盖州	3	0417	115200	Gaizhou	
210882	大石桥市	210800	大石桥	3	0417	115100	Dashiqiao	
210900	阜新市	210000	阜新	2	0418	123000	Fuxin	
210902	海州区	210900	海州	3	0418	123000	Haizhou	
210903	新邱区	210900	新邱	3	0418	123005	Xinqiu	
210904	太平区	210900	太平	3	0418	123003	Taiping	
210905	清河门区	210900	清河门	3	0418	123006	Qinghemen	
210911	细河区	210900	细河	3	0418	123000	Xihe	
210921	阜新蒙古族自治县	210900	阜新	3	0418	123100	Fuxin	
210922	彰武县	210900	彰武	3	0418	123200	Zhangwu	
211000	辽阳市	210000	辽阳	2	0419	111000	Liaoyang	
211002	白塔区	211000	白塔	3	0419	111000	Baita	
211003	文圣区	211000	文圣	3	0419	111000	Wensheng	
211004	宏伟区	211000	宏伟	3	0419	111003	Hongwei	
211005	弓长岭区	211000	弓长岭	3	0419	111008	Gongchangling	
211011	太子河区	211000	太子河	3	0419	111000	Taizihe	
211021	辽阳县	211000	辽阳	3	0419	111200	Liaoyang	
211081	灯塔市	211000	灯塔	3	0419	111300	Dengta	
211100	盘锦市	210000	盘锦	2	0427	124010	Panjin	
211102	双台子区	211100	双台子	3	0427	124000	Shuangtaizi	
211103	兴隆台区	211100	兴隆台	3	0427	124010	Xinglongtai	
211121	大洼县	211100	大洼	3	0427	124200	Dawa	
211122	盘山县	211100	盘山	3	0427	124000	Panshan	
211200	铁岭市	210000	铁岭	2	024	112000	Tieling	
211202	银州区	211200	银州	3	024	112000	Yinzhou	
211204	清河区	211200	清河	3	024	112003	Qinghe	
211221	铁岭县	211200	铁岭	3	024	112000	Tieling	
211223	西丰县	211200	西丰	3	024	112400	Xifeng	
211224	昌图县	211200	昌图	3	024	112500	Changtu	
211281	调兵山市	211200	调兵山	3	024	112700	Diaobingshan	
211282	开原市	211200	开原	3	024	112300	Kaiyuan	
211300	朝阳市	210000	朝阳	2	0421	122000	Chaoyang	
211302	双塔区	211300	双塔	3	0421	122000	Shuangta	
211303	龙城区	211300	龙城	3	0421	122000	Longcheng	
211321	朝阳县	211300	朝阳	3	0421	122000	Chaoyang	
211322	建平县	211300	建平	3	0421	122400	Jianping	
211324	喀喇沁左翼蒙古族	211300	喀喇沁左翼	3	0421	122300	Kalaqinzuoyi	
211381	北票市	211300	北票	3	0421	122100	Beipiao	
211382	凌源市	211300	凌源	3	0421	122500	Lingyuan	
211400	葫芦岛市	210000	葫芦岛	2	0429	125000	Huludao	
211402	连山区	211400	连山	3	0429	125001	Lianshan	
211403	龙港区	211400	龙港	3	0429	125003	Longgang	
211404	南票区	211400	南票	3	0429	125027	Nanpiao	
211421	绥中县	211400	绥中	3	0429	125200	Suizhong	
211422	建昌县	211400	建昌	3	0429	125300	Jianchang	
211481	兴城市	211400	兴城	3	0429	125100	Xingcheng	
211500	金普新区	210000	金普新区	2	0411	116100	Jinpuxinqu	
211501	金州新区	211500	金州新区	3	0411	116100	Jinzhouxinqu	
211502	普湾新区	211500	普湾新区	3	0411	116200	Puwanxinqu	
211503	保税区	211500	保税区	3	0411	116100	Baoshuiqu	
220000	吉林省	100000	吉林	1		Jilin	
220100	长春市	220000	长春	2	0431	130022	Changchun	
220102	南关区	220100	南关	3	0431	130022	Nanguan	
220103	宽城区	220100	宽城	3	0431	130051	Kuancheng	
220104	朝阳区	220100	朝阳	3	0431	130012	Chaoyang	
220105	二道区	220100	二道	3	0431	130031	Erdao	
220106	绿园区	220100	绿园	3	0431	130062	Lvyuan	
220112	双阳区	220100	双阳	3	0431	130600	Shuangyang	
220113	九台区	220100	九台	3	0431	130500	Jiutai	
220122	农安县	220100	农安	3	0431	130200	Nong'an	
220182	榆树市	220100	榆树	3	0431	130400	Yushu	
220183	德惠市	220100	德惠	3	0431	130300	Dehui	
220200	吉林市	220000	吉林	2	0432	132011	Jilin	
220202	昌邑区	220200	昌邑	3	0432	132002	Changyi	
220203	龙潭区	220200	龙潭	3	0432	132021	Longtan	
220204	船营区	220200	船营	3	0432	132011	Chuanying	
220211	丰满区	220200	丰满	3	0432	132013	Fengman	
220221	永吉县	220200	永吉	3	0432	132200	Yongji	
220281	蛟河市	220200	蛟河	3	0432	132500	Jiaohe	
220282	桦甸市	220200	桦甸	3	0432	132400	Huadian	
220283	舒兰市	220200	舒兰	3	0432	132600	Shulan	
220284	磐石市	220200	磐石	3	0432	132300	Panshi	
220300	四平市	220000	四平	2	0434	136000	Siping	
220302	铁西区	220300	铁西	3	0434	136000	Tiexi	
220303	铁东区	220300	铁东	3	0434	136001	Tiedong	
220322	梨树县	220300	梨树	3	0434	136500	Lishu	
220323	伊通满族自治县	220300	伊通	3	0434	130700	Yitong	
220381	公主岭市	220300	公主岭	3	0434	136100	Gongzhuling	
220382	双辽市	220300	双辽	3	0434	136400	Shuangliao	
220400	辽源市	220000	辽源	2	0437	136200	Liaoyuan	
220402	龙山区	220400	龙山	3	0437	136200	Longshan	
220403	西安区	220400	西安	3	0437	136201	Xi'an	
220421	东丰县	220400	东丰	3	0437	136300	Dongfeng	
220422	东辽县	220400	东辽	3	0437	136600	Dongliao	
220500	通化市	220000	通化	2	0435	134001	Tonghua	
220502	东昌区	220500	东昌	3	0435	134001	Dongchang	
220503	二道江区	220500	二道江	3	0435	134003	Erdaojiang	
220521	通化县	220500	通化	3	0435	134100	Tonghua	
220523	辉南县	220500	辉南	3	0435	135100	Huinan	
220524	柳河县	220500	柳河	3	0435	135300	Liuhe	
220581	梅河口市	220500	梅河口	3	0435	135000	Meihekou	
220582	集安市	220500	集安	3	0435	134200	Ji'an	
220600	白山市	220000	白山	2	0439	134300	Baishan	
220602	浑江区	220600	浑江	3	0439	134300	Hunjiang	
220605	江源区	220600	江源	3	0439	134700	Jiangyuan	
220621	抚松县	220600	抚松	3	0439	134500	Fusong	
220622	靖宇县	220600	靖宇	3	0439	135200	Jingyu	
220623	长白朝鲜族自治县	220600	长白	3	0439	134400	Changbai	
220681	临江市	220600	临江	3	0439	134600	Linjiang	
220700	松原市	220000	松原	2	0438	138000	Songyuan	
220702	宁江区	220700	宁江	3	0438	138000	Ningjiang	
220721	前郭尔罗斯蒙古族	220700	前郭尔罗斯	3	0438	138000	Qianguoerluosi	
220722	长岭县	220700	长岭	3	0438	131500	Changling	
220723	乾安县	220700	乾安	3	0438	131400	Qian'an	
220781	扶余市	220700	扶余	3	0438	131200	Fuyu	
220800	白城市	220000	白城	2	0436	137000	Baicheng	
220802	洮北区	220800	洮北	3	0436	137000	Taobei	
220821	镇赉县	220800	镇赉	3	0436	137300	Zhenlai	
220822	通榆县	220800	通榆	3	0436	137200	Tongyu	
220881	洮南市	220800	洮南	3	0436	137100	Taonan	
220882	大安市	220800	大安	3	0436	131300	Da'an	
222400	延边朝鲜族自治州	220000	延边	2	0433	133000	Yanbian	
222401	延吉市	222400	延吉	3	0433	133000	Yanji	
222402	图们市	222400	图们	3	0433	133100	Tumen	
222403	敦化市	222400	敦化	3	0433	133700	Dunhua	
222404	珲春市	222400	珲春	3	0433	133300	Hunchun	
222405	龙井市	222400	龙井	3	0433	133400	Longjing	
222406	和龙市	222400	和龙	3	0433	133500	Helong	
222424	汪清县	222400	汪清	3	0433	133200	Wangqing	
222426	安图县	222400	安图	3	0433	133600	Antu	
230000	黑龙江省	100000	黑龙江	1		Heilongjiang	
230100	哈尔滨市	230000	哈尔滨	2	0451	150010	Harbin	
230102	道里区	230100	道里	3	0451	150010	Daoli	
230103	南岗区	230100	南岗	3	0451	150006	Nangang	
230104	道外区	230100	道外	3	0451	150020	Daowai	
230108	平房区	230100	平房	3	0451	150060	Pingfang	
230109	松北区	230100	松北	3	0451	150028	Songbei	
230110	香坊区	230100	香坊	3	0451	150036	Xiangfang	
230111	呼兰区	230100	呼兰	3	0451	150500	Hulan	
230112	阿城区	230100	阿城	3	0451	150300	A'cheng	
230113	双城区	230100	双城	3	0451	150100	Shuangcheng	
230123	依兰县	230100	依兰	3	0451	154800	Yilan	
230124	方正县	230100	方正	3	0451	150800	Fangzheng	
230125	宾县	230100	宾县	3	0451	150400	Binxian	
230126	巴彦县	230100	巴彦	3	0451	151800	Bayan	
230127	木兰县	230100	木兰	3	0451	151900	Mulan	
230128	通河县	230100	通河	3	0451	150900	Tonghe	
230129	延寿县	230100	延寿	3	0451	150700	Yanshou	
230183	尚志市	230100	尚志	3	0451	150600	Shangzhi	
230184	五常市	230100	五常	3	0451	150200	Wuchang	
230200	齐齐哈尔市	230000	齐齐哈尔	2	0452	161005	Qiqihar	
230202	龙沙区	230200	龙沙	3	0452	161000	Longsha	
230203	建华区	230200	建华	3	0452	161006	Jianhua	
230204	铁锋区	230200	铁锋	3	0452	161000	Tiefeng	
230205	昂昂溪区	230200	昂昂溪	3	0452	161031	Angangxi	
230206	富拉尔基区	230200	富拉尔基	3	0452	161041	Fulaerji	
230207	碾子山区	230200	碾子山	3	0452	161046	Nianzishan	
230208	梅里斯达斡尔族区	230200	梅里斯	3	0452	161021	Meilisi	
230221	龙江县	230200	龙江	3	0452	161100	Longjiang	
230223	依安县	230200	依安	3	0452	161500	Yi'an	
230224	泰来县	230200	泰来	3	0452	162400	Tailai	
230225	甘南县	230200	甘南	3	0452	162100	Gannan	
230227	富裕县	230200	富裕	3	0452	161200	Fuyu	
230229	克山县	230200	克山	3	0452	161600	Keshan	
230230	克东县	230200	克东	3	0452	164800	Kedong	
230231	拜泉县	230200	拜泉	3	0452	164700	Baiquan	
230281	讷河市	230200	讷河	3	0452	161300	Nehe	
230300	鸡西市	230000	鸡西	2	0467	158100	Jixi	
230302	鸡冠区	230300	鸡冠	3	0467	158100	Jiguan	
230303	恒山区	230300	恒山	3	0467	158130	Hengshan	
230304	滴道区	230300	滴道	3	0467	158150	Didao	
230305	梨树区	230300	梨树	3	0467	158160	Lishu	
230306	城子河区	230300	城子河	3	0467	158170	Chengzihe	
230307	麻山区	230300	麻山	3	0467	158180	Mashan	
230321	鸡东县	230300	鸡东	3	0467	158200	Jidong	
230381	虎林市	230300	虎林	3	0467	158400	Hulin	
230382	密山市	230300	密山	3	0467	158300	Mishan	
230400	鹤岗市	230000	鹤岗	2	0468	154100	Hegang	
230402	向阳区	230400	向阳	3	0468	154100	Xiangyang	
230403	工农区	230400	工农	3	0468	154101	Gongnong	
230404	南山区	230400	南山	3	0468	154104	Nanshan	
230405	兴安区	230400	兴安	3	0468	154102	Xing'an	
230406	东山区	230400	东山	3	0468	154106	Dongshan	
230407	兴山区	230400	兴山	3	0468	154105	Xingshan	
230421	萝北县	230400	萝北	3	0468	154200	Luobei	
230422	绥滨县	230400	绥滨	3	0468	156200	Suibin	
230500	双鸭山市	230000	双鸭山	2	0469	155100	Shuangyashan	
230502	尖山区	230500	尖山	3	0469	155100	Jianshan	
230503	岭东区	230500	岭东	3	0469	155120	Lingdong	
230505	四方台区	230500	四方台	3	0469	155130	Sifangtai	
230506	宝山区	230500	宝山	3	0469	155131	Baoshan	
230521	集贤县	230500	集贤	3	0469	155900	Jixian	
230522	友谊县	230500	友谊	3	0469	155800	Youyi	
230523	宝清县	230500	宝清	3	0469	155600	Baoqing	
230524	饶河县	230500	饶河	3	0469	155700	Raohe	
230600	大庆市	230000	大庆	2	0459	163000	Daqing	
230602	萨尔图区	230600	萨尔图	3	0459	163001	Saertu	
230603	龙凤区	230600	龙凤	3	0459	163711	Longfeng	
230604	让胡路区	230600	让胡路	3	0459	163712	Ranghulu	
230605	红岗区	230600	红岗	3	0459	163511	Honggang	
230606	大同区	230600	大同	3	0459	163515	Datong	
230621	肇州县	230600	肇州	3	0459	166400	Zhaozhou	
230622	肇源县	230600	肇源	3	0459	166500	Zhaoyuan	
230623	林甸县	230600	林甸	3	0459	166300	Lindian	
230624	杜尔伯特蒙古族自治县	230600	杜尔伯特	3	0459	166200	Duerbote	
230700	伊春市	230000	伊春	2	0458	153000	Yichun	
230702	伊春区	230700	伊春	3	0458	153000	Yichun	
230703	南岔区	230700	南岔	3	0458	153100	Nancha	
230704	友好区	230700	友好	3	0458	153031	Youhao	
230705	西林区	230700	西林	3	0458	153025	Xilin	
230706	翠峦区	230700	翠峦	3	0458	153013	Cuiluan	
230707	新青区	230700	新青	3	0458	153036	Xinqing	
230708	美溪区	230700	美溪	3	0458	153021	Meixi	
230709	金山屯区	230700	金山屯	3	0458	153026	Jinshantun	
230710	五营区	230700	五营	3	0458	153033	Wuying	
230711	乌马河区	230700	乌马河	3	0458	153011	Wumahe	
230712	汤旺河区	230700	汤旺河	3	0458	153037	Tangwanghe	
230713	带岭区	230700	带岭	3	0458	153106	Dailing	
230714	乌伊岭区	230700	乌伊岭	3	0458	153038	Wuyiling	
230715	红星区	230700	红星	3	0458	153035	Hongxing	
230716	上甘岭区	230700	上甘岭	3	0458	153032	Shangganling	
230722	嘉荫县	230700	嘉荫	3	0458	153200	Jiayin	
230781	铁力市	230700	铁力	3	0458	152500	Tieli	
230800	佳木斯市	230000	佳木斯	2	0454	154002	Jiamusi	
230803	向阳区	230800	向阳	3	0454	154002	Xiangyang	
230804	前进区	230800	前进	3	0454	154002	Qianjin	
230805	东风区	230800	东风	3	0454	154005	Dongfeng	
230811	郊区	230800	郊区	3	0454	154004	Jiaoqu	
230822	桦南县	230800	桦南	3	0454	154400	Huanan	
230826	桦川县	230800	桦川	3	0454	154300	Huachuan	
230828	汤原县	230800	汤原	3	0454	154700	Tangyuan	
230833	抚远县	230800	抚远	3	0454	156500	Fuyuan	
230881	同江市	230800	同江	3	0454	156400	Tongjiang	
230882	富锦市	230800	富锦	3	0454	156100	Fujin	
230900	七台河市	230000	七台河	2	0464	154600	Qitaihe	
230902	新兴区	230900	新兴	3	0464	154604	Xinxing	
230903	桃山区	230900	桃山	3	0464	154600	Taoshan	
230904	茄子河区	230900	茄子河	3	0464	154622	Qiezihe	
230921	勃利县	230900	勃利	3	0464	154500	Boli	
231000	牡丹江市	230000	牡丹江	2	0453	157000	Mudanjiang	
231002	东安区	231000	东安	3	0453	157000	Dong'an	
231003	阳明区	231000	阳明	3	0453	157013	Yangming	
231004	爱民区	231000	爱民	3	0453	157009	Aimin	
231005	西安区	231000	西安	3	0453	157000	Xi'an	
231024	东宁县	231000	东宁	3	0453	157200	Dongning	
231025	林口县	231000	林口	3	0453	157600	Linkou	
231081	绥芬河市	231000	绥芬河	3	0453	157300	Suifenhe	
231083	海林市	231000	海林	3	0453	157100	Hailin	
231084	宁安市	231000	宁安	3	0453	157400	Ning'an	
231085	穆棱市	231000	穆棱	3	0453	157500	Muling	
231100	黑河市	230000	黑河	2	0456	164300	Heihe	
231102	爱辉区	231100	爱辉	3	0456	164300	Aihui	
231121	嫩江县	231100	嫩江	3	0456	161400	Nenjiang	
231123	逊克县	231100	逊克	3	0456	164400	Xunke	
231124	孙吴县	231100	孙吴	3	0456	164200	Sunwu	
231181	北安市	231100	北安	3	0456	164000	Bei'an	
231182	五大连池市	231100	五大连池	3	0456	164100	Wudalianchi	
231200	绥化市	230000	绥化	2	0455	152000	Suihua	
231202	北林区	231200	北林	3	0455	152000	Beilin	
231221	望奎县	231200	望奎	3	0455	152100	Wangkui	
231222	兰西县	231200	兰西	3	0455	151500	Lanxi	
231223	青冈县	231200	青冈	3	0455	151600	Qinggang	
231224	庆安县	231200	庆安	3	0455	152400	Qing'an	
231225	明水县	231200	明水	3	0455	151700	Mingshui	
231226	绥棱县	231200	绥棱	3	0455	152200	Suileng	
231281	安达市	231200	安达	3	0455	151400	Anda	
